# Pathway	CSM5MCV1_P_Abundance
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.0166018
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.0146253
PWY-6700: queuosine biosynthesis	0.0131877
PWY-6151: S-adenosyl-L-methionine cycle I	0.0131334
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0128085
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0126453
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.0125905
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0125315
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0119809
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.0118416
PANTO-PWY: phosphopantothenate biosynthesis I	0.0118342
PWY-6703: preQ0 biosynthesis	0.0113455
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.0113429
PWY-1042: glycolysis IV (plant cytosol)	0.0109817
PWY-2942: L-lysine biosynthesis III	0.0104896
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.0100069
PWY-3841: folate transformations II	0.00985291
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.00984717
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00969146
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	0.00947359
PWY-5097: L-lysine biosynthesis VI	0.00935281
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.00877191
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.00877191
PWY-5667: CDP-diacylglycerol biosynthesis I	0.00868298
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00868298
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.00842817
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.00829468
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.00810877
PWY-5686: UMP biosynthesis	0.0078004
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.00747337
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00732691
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00711626
ARO-PWY: chorismate biosynthesis I	0.00709142
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00706433
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.00703709
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00696394
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	0.0068424
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.00670964
PWY66-400: glycolysis VI (metazoan)	0.00659488
PWY-6270: isoprene biosynthesis I	0.00655236
PWY-5973: cis-vaccenate biosynthesis	0.00653096
