# Gene Family	CSM5MCV1_P_Abundance-RPKs
UniRef90_A0A078SPQ9	0.0200555
UniRef90_W1I8Q3	0.00279189
UniRef90_A0A174Q9G9	0.00268102
UniRef90_Q45122	0.00213745
UniRef90_A0A3A4MBL4	0.00200053
UniRef90_T4BXP0	0.00199444
UniRef90_E4W393	0.00189002
UniRef90_T4BVE4	0.00177336
UniRef90_A0A395VRV3	0.00167093
UniRef90_UPI00058A2391	0.00162619
UniRef90_K7ZQ45	0.00160009
UniRef90_E2N7L9	0.00151202
UniRef90_A0A174QBF2	0.00144382
UniRef90_A0A0E2SN01	0.00142697
UniRef90_UPI00092E59B0	0.00132001
UniRef90_W1I7H1	0.00128019
UniRef90_T4BTB7	0.00121163
UniRef90_I9TSD3	0.00120556
UniRef90_A0A291UTI9	0.00117971
UniRef90_C3R499	0.00117629
UniRef90_I9QXW8	0.00111935
UniRef90_F0R9D1	0.00109056
UniRef90_P37247	0.00104367
UniRef90_X2EXI9	0.00102279
UniRef90_A0A332BTK1	0.000986504
UniRef90_C3RGS1	0.000906313
UniRef90_W1I873	0.000902423
UniRef90_A0A081UIC5	0.000835251
UniRef90_A0A3E5DKV8	0.000815339
UniRef90_E2N7L5	0.000805209
UniRef90_W6PL08	0.000799793
UniRef90_Q45797	0.000792196
UniRef90_UPI0003EF2C22	0.000788109
UniRef90_I6TD50	0.000780251
UniRef90_D0TK99	0.000772323
UniRef90_G1UL42	0.000705901
UniRef90_UPI000E3527B9	0.000683196
UniRef90_S1QBV8	0.000666435
UniRef90_E2N7L4	0.000657112
UniRef90_A0A174V1A4	0.000646912
UniRef90_A0A0G3KDA5	0.000633819
UniRef90_T4BTZ3	0.000622153
UniRef90_T4C1L2	0.000615733
UniRef90_UPI000DE9F3AF	0.000600367
UniRef90_C3RGQ4	0.000565213
UniRef90_A7UXY6	0.00055893
UniRef90_R9R0N7	0.000558598
UniRef90_I9R963	0.000554224
UniRef90_A0A399A5E9	0.000549009
UniRef90_G1UL81	0.000544265
UniRef90_A5ZLI4	0.000538403
UniRef90_E6S5X2	0.000522061
UniRef90_A7V4G2	0.000519753
UniRef90_A0A0K9CPZ3	0.000507136
UniRef90_I9R5B3	0.000503709
UniRef90_A0A3F3M239	0.000493193
UniRef90_A7ZUE2	0.000492479
UniRef90_J7Q6B1	0.000491298
UniRef90_A5ZI73	0.000481141
UniRef90_I9PPT6	0.000463382
UniRef90_A0A2H9CHT7	0.000460188
UniRef90_A0A078QCR7	0.00045689
UniRef90_A0A142BNN2	0.000454481
UniRef90_D0TY31	0.000452362
UniRef90_A0A336JEK2	0.000445468
UniRef90_A0A174ATZ7	0.000441162
UniRef90_A0A174FKB5	0.000439933
UniRef90_UPI000907C355	0.000438195
UniRef90_A0A2I1K572	0.000434614
UniRef90_A0A396FGB3	0.000413632
UniRef90_A0A2S8DH37	0.000408235
UniRef90_A0A3E4HP53	0.000407579
UniRef90_UPI000B3EC4EC	0.000402477
UniRef90_F4NR79	0.000397464
UniRef90_Q45802	0.000386622
UniRef90_A0A1D7PV13	0.000379276
UniRef90_A0A192C851	0.000377488
UniRef90_A7V4G3	0.000374578
UniRef90_E9RGV9	0.000367624
UniRef90_A0A385U9G2	0.000365144
UniRef90_W1I967	0.000362403
UniRef90_I9R5N5	0.000360619
UniRef90_E5UZD3	0.000352684
UniRef90_A0A173XT59	0.000348541
UniRef90_R5UG15	0.000345226
UniRef90_E1IVY0	0.000339299
UniRef90_I9QRZ4	0.000338488
UniRef90_A0A395VRX1	0.000334683
UniRef90_A0A396EVG9	0.000332127
UniRef90_C3REQ4	0.000332055
UniRef90_Q57J74	0.000329803
UniRef90_I8W935	0.0003271
UniRef90_A0A069S655	0.000324743
UniRef90_A0A396DWV5	0.000324726
UniRef90_V8JNS6	0.000319553
UniRef90_K4V612	0.000318121
UniRef90_A0A015QIN6	0.000316529
UniRef90_G7YY51	0.000315925
UniRef90_D1KAJ0	0.000310857
UniRef90_K0X0S2	0.000307879
UniRef90_R5V942	0.000307707
UniRef90_E4VPF6	0.00030572
UniRef90_C3RFY4	0.000301893
UniRef90_R9I574	0.000301805
UniRef90_A0A2G4AEB4	0.000301041
UniRef90_G1ULT4	0.000300916
UniRef90_A0A395VIA9	0.000297144
UniRef90_A0A078SS40	0.000293865
UniRef90_A0A377VU77	0.000289387
UniRef90_R9HTI8	0.000288609
UniRef90_U3TZ66	0.000285352
UniRef90_C3RFW0	0.000284467
UniRef90_A0A395YRF5	0.000280106
UniRef90_A0A0K9CP16	0.000276353
UniRef90_A7ZU58	0.000276022
UniRef90_B3JIH9	0.000273353
UniRef90_A0A396E0W7	0.000273038
UniRef90_R9R0P3	0.000272042
UniRef90_A0A395VP60	0.000269777
UniRef90_A0A0P8H6G2	0.000269661
UniRef90_I9QRZ0	0.000269052
UniRef90_A0A396E2S3	0.000265041
UniRef90_A0A1X3K6Y1	0.000262805
UniRef90_A0A396EWA6	0.000260565
UniRef90_C3R5G2	0.000259754
UniRef90_D1JZS4	0.000257424
UniRef90_A0A396E459	0.000256779
UniRef90_D1KAJ3	0.000256713
UniRef90_A0A2J1D5W7	0.000255396
UniRef90_G1ULS0	0.000252378
UniRef90_R5UN98	0.000251899
UniRef90_A0A369DP02	0.000250353
UniRef90_G1ULR6	0.000250292
UniRef90_A0A2A5MBE3	0.000246212
UniRef90_A0A015V288	0.000246107
UniRef90_G8IJI8	0.000244815
UniRef90_A0A395VNH5	0.000244429
UniRef90_A5ZEW3	0.000244381
UniRef90_D1JWU4	0.000244117
UniRef90_R9R0L0	0.000243503
UniRef90_A0A396DZL2	0.000243371
UniRef90_A0A376M0E3	0.000243344
UniRef90_A0A3E4KNW0	0.000242373
UniRef90_A0A174FEI6	0.000240423
UniRef90_A0A015RTL2	0.000240013
UniRef90_C3RFN5	0.000239695
UniRef90_A0A3A5RJS4	0.000239511
UniRef90_J7QIY4	0.000239443
UniRef90_W1YK12	0.000238826
UniRef90_F4VES1	0.000237173
UniRef90_R6UTH1	0.000237166
UniRef90_A0A192CIW7	0.000237114
UniRef90_A0A395YTP5	0.000236765
UniRef90_A0A094WA16	0.000235454
UniRef90_W9ALG3	0.000235276
UniRef90_A0A1U7K1E4	0.000234935
UniRef90_E5UZB9	0.000232898
UniRef90_A0A396DVI3	0.000231
UniRef90_D4V3P0	0.000230987
UniRef90_A0A395VFU3	0.000228242
UniRef90_C1P5Z8	0.000228146
UniRef90_A0A395VQP3	0.000227426
UniRef90_A0A395VP44	0.000226665
UniRef90_A0A395VRG3	0.000224582
UniRef90_A0A396E449	0.000224092
UniRef90_A0A1D7PS63	0.000224054
UniRef90_C6ZBN8	0.000223685
UniRef90_D1JWW0	0.000222471
UniRef90_A0A396E0V7	0.000220752
UniRef90_A0A2A5MBF3	0.000220746
UniRef90_A0A1X3K3Z3	0.000220595
UniRef90_A0A174UJ17	0.000219624
UniRef90_UPI000E430AD5	0.000219565
UniRef90_A0A1Y4PRZ5	0.000219557
UniRef90_A0A3A1VFW2	0.0002194
UniRef90_A0A015P9C8	0.000218958
UniRef90_A0A396E1E3	0.000218943
UniRef90_A0A396E5C3	0.000218876
UniRef90_A0A396DXA4	0.000217714
UniRef90_B6VYR1	0.000217124
UniRef90_I9QW63	0.000216889
UniRef90_G1ULC0	0.000216873
UniRef90_A0A396E5G7	0.000216864
UniRef90_C3RFY5	0.000216041
UniRef90_A0A396E5F0	0.000215782
UniRef90_A0A398NWE8	0.00021523
UniRef90_A0A174R8A4	0.000213987
UniRef90_A0A396E6X0	0.000213511
UniRef90_A0A174SGS4	0.000212958
UniRef90_A0A396E3U6	0.000212201
UniRef90_F4TGG8	0.00021025
UniRef90_D7IXK6	0.000210248
UniRef90_UPI000B42C672	0.000209958
UniRef90_A0A396DWS1	0.000209881
UniRef90_B6W3V9	0.000209556
UniRef90_A0A3E4IMU5	0.00020927
UniRef90_A0A3E4XFN7	0.000209053
UniRef90_A0A396DVH9	0.000208866
