# Pathway	CSM5MCV1_P_Abundance
UNMAPPED	0.121766
UNINTEGRATED	0.821902
PWY-1042: glycolysis IV	0.000616126
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000607714
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.00056188
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00056188
VALSYN-PWY: L-valine biosynthesis	0.00056188
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.000559179
PWY-5695: inosine 5'-phosphate degradation	0.000466899
PWY-4041: &gamma;-glutamyl cycle	0.000448325
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.000448218
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000439962
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00043603
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.000413185
PWY-6609: adenine and adenosine salvage III	0.000410721
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.00040736
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.000406992
PWY-5973: cis-vaccenate biosynthesis	0.000406273
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000405582
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.000399663
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00039946
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000396335
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000395856
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.000392975
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.000390007
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.000389038
1CMET2-PWY: folate transformations III (E. coli)	0.000388608
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.000387967
TRNA-CHARGING-PWY: tRNA charging	0.000384833
PWY-5667: CDP-diacylglycerol biosynthesis I	0.00037721
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00037721
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.000371748
PWY-7663: gondoate biosynthesis (anaerobic)	0.000371018
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.00037049
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.00037049
RHAMCAT-PWY: L-rhamnose degradation I	0.000367676
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.000361354
PWY-6700: queuosine biosynthesis I (de novo)	0.000359959
PWY-5103: L-isoleucine biosynthesis III	0.000359777
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.000359516
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.000353755
PWY-3841: folate transformations II (plants)	0.000352138
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.000349611
PANTO-PWY: phosphopantothenate biosynthesis I	0.000348814
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.000348319
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.000348319
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.000347598
