# Gene Family	CSM67UGO_Abundance-RPKs	CSM79HI3_Abundance-RPKs	CSM79HP4_Abundance-RPKs	ESM5ME9U_Abundance-RPKs	HSM67VD2_Abundance-RPKs	HSM6XRVK_Abundance-RPKs	HSMA33OT_Abundance-RPKs	MSM6J2RS_Abundance-RPKs	MSM9VZMI_Abundance-RPKs	PSM7J154_Abundance-RPKs	PSM7J182_Abundance-RPKs	PSMA264U_Abundance-RPKs
1.1.1.1|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0.000471797	0	0	0	0	0	0	0
1.1.1.1|g__Alistipes.s__Alistipes_putredinis	0.00184654	0	0.000371553	0	0	0	0.000140724	0.000647874	0.000683216	0	0	0
1.1.1.1|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	2.71606e-05	0	0	0	0	0	0
1.1.1.1|g__Blautia.s__Ruminococcus_gnavus	0	0.000581039	0	0	0	0	0	0	0	0	0	0
1.1.1.1|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	8.54798e-05	0	0	0	0	0	0
1.1.1.1|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	8.01232e-06	0	0	0	0	0
1.1.1.1|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	4.01158e-05	0	0	0	0	0
1.1.1.1|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	3.82743e-05	0	0	0	0	0	0	0	0	0	0
1.1.1.1|g__Escherichia.s__Escherichia_coli	0	0.000608584	0	0	0	0	0	0	0	0	0	0
1.1.1.1|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	3.83366e-05	0	0	0	0	0	0
1.1.1.1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	3.58791e-05	0	0.000102591	0.000261316	0	0	0	8.84969e-05	0	2.55572e-06
1.1.1.1|g__Fusobacterium.s__Fusobacterium_nucleatum	0	4.00525e-05	0	0	0	0	0	0	0	0	0	0
1.1.1.1|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00187707	0	0	0	0	0	0	0	0	0	0
