# Pathway	A001_0_h_CD_1_DKDL210010878-1a-N702-N503_HNWKKDSX2_L3_Abundance	A002_2XSw_0_h_C_DKDL210010878-1a-N701-N504_HNWKKDSX2_L3_Abundance	A004_2XSw_0_h_C_DKDL210010878-1a-N703-N504_HNWKKDSX2_L3_Abundance	A005_2XSw_0_h_CD_DKDL210010878-1a-N705-N503_HNWKKDSX2_L3_Abundance	A006_2XSw_0_h_C_DKDL210010878-1a-N702-N504_HNWKKDSX2_L3_Abundance	A007_0_h_CD_1_DKDL210010878-1a-N703-N503_HNWKKDSX2_L3_Abundance	A011_0_h_CD_1_DKDL210010878-1a-N704-N503_HNWKKDSX2_L3_Abundance	A020_2XSw_0_h_CD_DKDL210010878-1a-N706-N503_HNWKKDSX2_L3_Abundance	Bacteriodes_Theta_DKDL210010878-1a-N703-N502_HNWKKDSX2_L3_Abundance	C1_A301_Stool_0h_DKDL210010878-1a-N704-N504_HNWKKDSX2_L3_Abundance	C2_A304_stool_DKDL210010878-1a-N705-N504_HNWKKDSX2_L3_Abundance	G95_027_3_5_M_Hs6_DKDL210010878-1a-N701-N503_HNWKKDSX2_L3_Abundance	G95_027_3_5_vs_10_DKDL210010878-1a-N706-N504_HNWKKDSX2_L3_Abundance	G_027_3_14_0119_1_DKDL210010878-1a-N705-N502_HNWKKDSX2_L3_Abundance	G_029_3_16_0119_1_DKDL210010878-1a-N706-N502_HNWKKDSX2_L3_Abundance	S1_Bacteriodes_F_DKDL210010878-1a-N705-AK394_HNWKKDSX2_L3_Abundance	S2_C_41569860_P1_DKDL210010878-1a-N701-N502_HNWKKDSX2_L3_Abundance	S3_309_0h_DKDL210010878-1a-N701-AK394_HNWKKDSX2_L3_Abundance	S5_363_0h_DKDL210010878-1a-N703-AK394_HNWKKDSX2_L3_Abundance	S6_363_24h_DKDL210010878-1a-N704-AK394_HNWKKDSX2_L3_Abundance	S6_C_41671867_DKDL210010878-1a-N702-N502_HNWKKDSX2_L3_Abundance	Vilionela_DKDL210010878-1a-N704-N502_HNWKKDSX2_L3_Abundance
1CMET2-PWY: folate transformations III (E. coli)	0.00894962	0.00949958	0.00826593	0.00524337	0.00940878	0.0062918	0.00451346	0.00714935	0.0160026	0.0112554	0.00865552	0.0049629	0.00518796	0.0049524	0.00766561	0.0136907	0.00432061	0.00917274	0.00961064	0.0097977	0.00397414	0.0152037
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	0	1.21893e-06	0	0	0	1.8328e-05	1.12127e-06	0	0	1.27811e-05	0	0	7.30464e-06	0	0	0	0
7ALPHADEHYDROX-PWY	0	0	0	0	0	0	5.5485e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	0	0	0	0	0	3.368e-05	0	0	0	4.43774e-05	0.000921197	0.000832806	0.000886408	0.000196247	0	0.00011703	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	0	5.9588e-05	0	2.74215e-05	0	0	0	0	0	0.000146409	0	0	5.01917e-06	0.000111878	0	4.90443e-05	6.55079e-06	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation	0.00495339	0.00525592	0.00410552	0.00493412	0.00575867	0.00538401	0.00454824	0.00560397	0	0.00618473	0.00585249	0.00489239	0.00495147	0.00490494	0.00677596	0.000108016	0.0086076	0.0057763	0.00463944	0.00413998	0.00407512	9.55054e-05
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.00928462	0.00680987	0.0056693	0.00572477	0.00839149	0.00629402	0.00575522	0.00711565	0.000244899	0.00654139	0.00920688	0.00515126	0.00521675	0.0052087	0.00813161	0.0126263	0.00921991	0.0091133	0.00927624	0.00902811	0.00428974	8.72508e-05
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.00209943	0.00188127	0.00200472	0.00403448	0.00173494	0.00338684	0.00452308	0.00315976	0	0.00353749	0.00345215	0.00420156	0.00451067	0.00423801	0.00318379	0	0.0013483	0.000658799	0.000590531	0.000483591	0.000319911	0
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	2.36102e-05	0	0	0.00162678	0	0.00114965	0.00295235	0.000323006	0	0	0.00018773	0.000685138	0.000575644	0.000640065	0.000161016	0	0.00167841	2.03767e-05	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0.00268808	0.000746842	0.000675679	0.000710521	0.00103434	0.00300496	4.11463e-06	0.00418422	0.0164826	0.000626542	0.00324253	0.00119611	0.00135153	0.00115849	0.00219033	0.0125993	0.000556025	0.00161016	0.00393013	0.00404122	0	0
ARGORNPROST-PWY	0	0	0.00016365	0.00182397	0.000151805	8.22784e-05	0.0012733	0.000207781	0	0.000368302	0.000257592	7.07526e-06	0	6.53163e-06	0	0	0.000193437	8.78638e-05	0.000214662	0.000209718	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.00961477	0.0127001	0.0119661	0.00506999	0.0119482	0.0056156	0.0046663	0.00641054	0	0.0122162	0.0091668	0.00504142	0.00510923	0.00503657	0.00795533	9.50166e-05	0.00261918	0.0089667	0.00991114	0.00986702	0.00385742	0.0103664
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00970245	0.0120873	0.0119622	0.00520222	0.0113012	0.00540252	0.00481063	0.00604446	0	0.0120344	0.00931939	0.00502968	0.00516374	0.00495233	0.00808514	0	0.00254224	0.00824167	0.0091485	0.00898954	0.00388866	0.00779251
ARO-PWY: chorismate biosynthesis I	0.0105562	0.0125943	0.0120899	0.00557437	0.0122726	0.00635059	0.00392005	0.00842837	0.000275631	0.0130279	0.0100324	0.00500419	0.00519398	0.00498927	0.00826512	0.000392045	0.00241378	0.0115808	0.010845	0.0107489	0.0043835	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00520439	0.00564941	0.00507004	0.00440586	0.00638893	0.00540473	0.00506862	0.00550673	7.78346e-05	0.00328422	0.00466048	0.00486814	0.00471977	0.00474172	0.00327696	0.0139871	0.00542045	0.00915366	0.00491562	0.00494986	0.0068259	2.38298e-05
AST-PWY: L-arginine degradation II (AST pathway)	0	0	0	0.000870983	0	0.000574478	0.00126215	0.00013501	0	0	0.00012834	0.00179875	0.00152387	0.00168791	0.000307152	0	0.000973855	0	0	0	0.00272689	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00170839	0.000189853	0.000883249	0.0035324	0.00100725	0.00458437	0.00355178	0.00316756	0.0001788	0.000658648	0.00242569	0.00429789	0.00435903	0.00423169	0.003672	8.01157e-05	0.00374922	0.000823737	0.00307455	0.00340546	0.00631818	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.0104128	0.0131795	0.0124514	0.006779	0.0134534	0.00769407	0.00633745	0.00939654	0.0195042	0.0103186	0.00976138	0.00747686	0.00729208	0.00748923	0.00917425	0.0134394	0.00297554	0.0139307	0.00959484	0.00967262	0.00476471	0.0147737
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.0109372	0.0115491	0.0109463	0.00675326	0.0104374	0.00701203	0.00792522	0.00753313	0.000127624	0.0115096	0.00943893	0.00534175	0.00517192	0.00528652	0.00725878	0.0114065	0.0081142	0.00995553	0.00870925	0.00840859	0.00532137	0.000180851
